endTime,artistName,trackName,msPlayed
2019-09-03 19:25,Queen,We Will Rock You - Remastered,2043
2019-09-03 19:25,Queen,Tie Your Mother Down - Remastered 2011,487
2019-09-03 19:25,Queen,Sheer Heart Attack - Remastered 2011,4179
2019-09-03 19:25,Queen,Save Me - Remastered 2011,267
2019-09-03 19:25,Pink Floyd,Money,8266
2019-09-03 19:26,Stevie Wonder,Isn't She Lovely,19307
2019-09-03 19:26,Peter Bjorn and John,Young Folks,1834
2019-09-03 19:29,Queen,Fat Bottomed Girls - 2011 Remaster,151556
2019-09-03 19:29,Bob Marley & The Wailers,No Woman No Cry,4249
2019-09-03 19:49,The Weeknd,Starboy,1648
2019-09-03 19:49,Nirvana,Heart-Shaped Box,1346
2019-09-03 19:49,The Beatles,Don't Let Me Down - Remastered 2009,88769
2019-09-03 19:49,Metallica,Nothing Else Matters,2530
2019-09-03 19:49,Lily Allen,Fuck You,6350
2019-09-03 19:50,Goldspot,Rewind,1474
2019-09-03 19:50,Franz Ferdinand,Take Me Out,26807
2019-09-03 19:50,Thurston Harris,Little Bitty Pretty One,743
2019-09-03 19:50,The Cranberries,Linger,615
2019-09-03 19:50,Duran Duran,Notorious,754
2019-09-03 19:50,Imagine Dragons,Warriors,2705
2019-09-03 19:50,Talking Heads,The Lady Don't Mind - 2005 Remaster,1242
2019-09-03 19:51,The Cranberries,Linger,4632
2019-09-03 20:20,Los Siete Delfines,Héroes,0
2019-09-03 20:20,La Beriso,Madrugada,0
2019-09-03 20:20,Almendra,Plegaria para un Niño Dormido,1799
2019-09-03 20:20,Fito Paez,Tumbas de la gloria,1079
2019-09-03 20:20,The Cranberries,Zombie,289982
2019-09-03 20:20,Fito Paez,Y dale alegría a mi corazón,0
2019-09-03 20:20,Serú Girán,¿Cuánto Tiempo Más Llevará? - Remastered,1137
2019-09-03 20:20,Sumo,Los Viejos Vinagres,0
2019-09-03 20:20,Fito Paez,Giros,3332
2019-09-03 20:20,La Beriso,Traicionero,0
2019-09-03 20:20,Fito Paez,Dar Es Dar,1381
2019-09-03 20:20,Fito Paez,11 Y 6,4295
2019-09-03 20:20,Fito Paez,Ciudad De Pobres Corazones,801
2019-09-03 20:20,Fito Paez,Mariposa tecknicolor,3366
2019-09-03 20:20,Serú Girán,Cinema Verité,0
2019-09-03 20:20,Fito Paez,Tráfico por Katmandú,801
2019-09-03 20:20,Divididos,Spaghetti del Rock,220
2019-09-03 20:20,Divididos,Spaghetti del Rock,464
2019-09-03 20:20,Ciro y los Persas,Astros,5642
2019-09-03 20:21,Fito Paez,Es sólo una cuestión de actitud,0
2019-09-03 20:21,Spinetta Y Los Socios Del Desierto,Cheques,476
2019-09-03 20:21,Andrés Calamaro,Que te vaya bonito,0
2019-09-03 20:21,Tan Bionica,Dominguicidio,0
2019-09-03 20:21,Gustavo Cerati,Deja Vu,0
2019-09-03 20:21,Serú Girán,Eiti-Leda,0
2019-09-03 20:21,Sui Generis,Bienvenidos Al Tren,0
2019-09-03 20:21,Pedro Y Pablo,Yo Vivo en Esta Ciudad,0
2019-09-03 20:21,Las Pelotas,Será - En Vivo en el Luna Park,5793
2019-09-03 20:21,Pescado Rabioso,Cantata de Puentes Amarillos,1277
2019-09-03 20:21,Invisible,Los Libros de la Buena Memoria,0
2019-09-03 20:21,Juan Carlos Baglietto,Historia De Mate Cocido,0
2019-09-03 20:21,La Portuaria,10000 Km,0
2019-09-03 20:21,Patricio Rey y sus Redonditos de Ricota,Vencedores Vencidos,0
2019-09-03 20:21,La Beriso,No Me Olvides,3831
2019-09-03 20:21,Charly García,Yo No Quiero Volverme Tan Loco,0
2019-09-03 20:21,Los Pericos,Sin Cadenas,0
2019-09-03 20:21,Los Rodriguez,Me estás atrapando otra vez - Edición Aniversario,0
2019-09-03 20:21,Patricio Rey y sus Redonditos de Ricota,Caña Seca y un Membrillo,661
2019-09-03 20:21,La Beriso,No Puedo Más,789
2019-09-03 20:31,Spinetta Y Los Socios Del Desierto,Cheques,7987
2019-09-03 20:31,Patricio Rey y sus Redonditos de Ricota,Vencedores Vencidos,348
2019-09-03 20:31,Serú Girán,Mientras Miro Las Nuevas Olas - Remastered,661
2019-09-03 20:31,Los Pericos,Sin Cadenas,824
2019-09-03 20:32,Vicentico,No Te Apartes de Mí,3773
2019-09-03 20:32,Vicentico,Algo Contigo,25588
2019-09-03 20:36,Sui Generis,Rasguña Las Piedras,254467
2019-09-03 20:37,Sui Generis,Bienvenidos Al Tren,27805
2019-09-03 20:37,Sui Generis,Confesiones De Invierno,8370
2019-09-03 20:37,GIT,Siempre Fuiste Mi Amor,2495
2019-09-03 20:40,Serú Girán,Desarma Y Sangra - Remastered,3262
2019-09-03 20:40,Sui Generis,Confesiones De Invierno,1683
2019-09-03 20:40,Charly García,Yendo De La Cama Al Living,18854
2019-09-03 20:40,Charly García,Hablando A Tu Corazón,134942
2019-09-03 20:45,Charly García,Nos Siguen Pegando Abajo,200620
2019-09-03 20:45,La Maquina De Hacer Pájaros,Que Se Puede Hacer Salvo Ver Peliculas,3529
2019-09-03 20:46,Serú Girán,Seminare,33610
2019-09-03 20:46,Charly García,Nos Siguen Pegando Abajo,650
2019-09-03 20:46,La Maquina De Hacer Pájaros,Que Se Puede Hacer Salvo Ver Peliculas,139
2019-09-03 20:46,La Maquina De Hacer Pájaros,Que Se Puede Hacer Salvo Ver Peliculas,626
2019-09-03 20:49,Serú Girán,Seminare,171189
2019-09-03 20:53,La Franela,Hacer un puente,0
2019-09-03 20:53,Vicentico,Solo un Momento,235733
2019-09-03 20:53,Riff,Lily Malone,6362
2019-09-03 20:57,Airbag,Cae el Sol,247989
2019-09-03 20:57,Juan Carlos Baglietto,Un Loco En La Calesita,4469
2019-09-03 20:58,Los Pericos,Pupilas Lejanas,8823
2019-09-03 20:58,Babasónicos,Microdancing,21710
2019-09-03 20:58,Los Tipitos,Apostar al Amor,1857
2019-09-03 20:58,La Vela Puerca,Zafar,719
2019-09-03 20:58,Fito Paez,Tema de Piluso,6222
2019-09-03 20:58,Serú Girán,Perro Andaluz,766
2019-09-03 20:58,Los Fabulosos Cadillacs,El Satánico Dr. Cadillac - Remasterizado 2008,16219
2019-09-03 20:59,El Mató a un Policía Motorizado,La Noche Eterna,835
2019-09-03 20:59,Tan Bionica,Arruinarse,1230
2019-09-03 20:59,Turf,Pasos Al Costado,1381
2019-09-03 20:59,Turf,Pasos Al Costado,14245
2019-09-03 20:59,Los Violadores,Represión,2089
2019-09-03 20:59,Los Violadores,Represión,743
2019-09-03 20:59,Los Violadores,Represión,3169
2019-09-03 20:59,La Mosca Tse-Tse,Para No Verte Más,17600
2019-09-03 20:59,Tan Bionica,Obsesionario en la Mayor,777
2019-09-03 20:59,Serú Girán,Esperando Nacer,1277
2019-09-03 20:59,Charly García,Promesas Sobre El Bidet,4864
2019-09-03 20:59,Los Pericos,Me Late,1021
2019-09-03 20:59,Spinetta Jade,Ludmila,0
2019-09-03 20:59,Los Pericos,Párate Y Mira,2345
2019-09-03 20:59,Los Pericos,Párate Y Mira,882
2019-09-03 20:59,Invisible,El Anillo del Capitán Beto,1834
2019-09-03 20:59,Catupecu Machu,Y Lo Que Quiero Es Que Pises Sin El Suelo,0
2019-09-03 20:59,Los Rodriguez,Milonga del marinero y el capitán,2449
2019-09-03 21:00,Bersuit Vergarabat,Sr. Cobranza,1184
2019-09-03 21:00,Los Pericos,El Ritual De La Banana,638
2019-09-03 21:00,Los Fabulosos Cadillacs,Siguiendo La Luna - Remasterizado 2008,8672
2019-09-03 21:00,Soda Stereo,Ella Usó Mi Cabeza Como Un Revólver - Remasterizado 2007,847
2019-09-03 21:00,Serú Girán,"No Llores Por Mí, Argentina",42225
2019-09-03 21:01,Pescado Rabioso,Despiértate Nena,0
2019-09-03 21:01,Andrés Calamaro,Flaca,452
2019-09-03 21:01,No Te Va Gustar,Chau,0
2019-09-03 21:01,Pescado Rabioso,Post-Crucifixion,3459
2019-09-03 21:01,Las Pelotas,Personalmente,5387
2019-09-03 21:01,Virus,Pronta Entrega,0
2019-09-03 21:01,Serú Girán,Parado En El Medio De La Vida,0
2019-09-03 21:01,Andrés Calamaro,La parte de adelante,116
2019-09-03 21:01,GIT,Es Por Amor,0
2019-09-03 21:01,La Zimbabwe,Traición A La Mexicana,0
2019-09-03 21:01,Charly García,Demoliendo Hoteles,1578
2019-09-03 21:01,Riff,Que Sea Rock,0
2019-09-03 21:01,Los Fabulosos Cadillacs,Vos Sabes - Versión Remasterizada 2008,0
2019-09-03 21:01,Virus,Luna de Miel en la Mano,0
2019-09-03 21:01,Tan Bionica,La Melodía de Dios,0
2019-09-03 21:01,Luis Alberto Spinetta,Cancion para los Días de la Vida,0
2019-09-03 21:01,Ella Es Tan Cargosa,En Redondel,0
2019-09-03 21:01,Catupecu Machu,Magia Veneno,1114
2019-09-03 21:01,La Beriso,Pensamientos,1137
2019-09-03 21:01,Richard Coleman,Heroes - En Vivo,0
2019-09-03 21:01,Riff,Mala Noche,0
2019-09-03 21:01,Fito Paez,Polaroid De Locura Ordinaria,0
2019-09-03 21:01,Ciro y los Persas,Vas a Bailar,139
2019-09-03 21:01,La Portuaria,Selva,0
2019-09-03 21:01,Los Siete Delfines,Dale Salida,1160
2019-09-03 21:01,Los Pericos,Casi Nunca Lo Ves (En Vivo) (feat. Ciro y Los Persas),719
2019-09-03 21:01,La Zimbabwe,La Culpa,0
2019-09-03 21:08,Serú Girán,Canción De Alicia En El País - Remastered,88142
2019-09-04 10:02,Fito Paez,Y dale alegría a mi corazón,2832
2019-09-04 10:02,La Vela Puerca,Zafar,1834
2019-09-04 10:02,La Beriso,Traicionero,2995
2019-09-04 10:02,Serú Girán,Peperina,203151
2019-09-04 10:02,Los Violadores,1-2 Ultraviolento,7221
2019-09-04 10:02,La Beriso,No Puedo Más,1787
2019-09-04 10:07,Serú Girán,A Los Jóvenes De Ayer - Remastered,9311
2019-09-04 10:07,El Cuarteto De Nos,No llora,2321
2019-09-04 10:07,Las Pelotas,Personalmente,248871
2019-09-04 10:07,Serú Girán,¿Cuánto Tiempo Más Llevará? - Remastered,2670
2019-09-04 10:07,Piero,Mi Viejo,2554
2019-09-04 10:09,Fito Paez,Mariposa tecknicolor,127523
2019-09-04 16:46,Serú Girán,Peperina,6385
2019-09-04 16:50,Serú Girán,Seminare,0
2019-09-04 16:50,Serú Girán,Peperina,206453
2019-09-04 16:53,Charly García,Promesas Sobre El Bidet,164360
2019-09-04 16:56,Sui Generis,Bienvenidos Al Tren,194333
2019-09-04 17:01,Charly García,Yo No Quiero Volverme Tan Loco,267570
2019-09-04 17:05,Serú Girán,Desarma Y Sangra - Remastered,2321
2019-09-04 17:05,Charly García,Cerca De La Revolucion,280546
2019-09-04 17:05,Sui Generis,Necesito,4373
2019-09-04 17:05,Sui Generis,"Quizás, Porque",2972
2019-09-04 17:06,Serú Girán,"Viernes, 3 AM",3715
2019-09-04 17:06,La Maquina De Hacer Pájaros,Que Se Puede Hacer Salvo Ver Peliculas,2879
2019-09-04 17:14,La Maquina De Hacer Pájaros,Hipercandombe,270626
2019-09-04 17:18,Charly García,Rezo por Vos,210001
2019-09-05 13:39,Orianthi,Highly Strung,248066
2019-09-05 13:41,The Cure,The End Of The World,835
2019-09-05 13:41,Imagine Dragons,Yesterday,122441
2019-09-05 13:45,The Weeknd,Starboy,230453
2019-09-05 13:45,Thurston Harris,Little Bitty Pretty One,4729
2019-09-05 13:49,U2,With Or Without You - Remastered,75813
2019-09-05 13:50,Frank Sinatra,Fly Me To The Moon (In Other Words),4969
2019-09-05 13:52,Frank Sinatra,Fly Me To The Moon - Remastered,147146
2019-09-05 13:56,Stevie Wonder,I Just Called To Say I Love You,262240
2019-09-05 13:57,Michael Bublé,Crazy Little Thing Called Love,4126
2019-09-05 13:57,Frank Sinatra,My Way,37012
2019-09-05 15:26,Luis Alberto Spinetta,No Te Alejes Tanto De Mí,209893
2019-09-05 15:26,Charly García,Yendo De La Cama Al Living,30002
2019-09-05 19:25,Serú Girán,Canción De Alicia En El País - Remastered,15603
2019-09-05 19:31,Pescado Rabioso,Bajan,116
2019-09-05 19:31,Los Pericos,Runaway,2461
2019-09-05 19:31,TOTO,Rosanna,331200
2019-09-05 19:31,Los Pericos,Anónimos (feat. Carla Morrison),371
2019-09-05 19:31,Peter Frampton,Show Me The Way,4992
2019-09-05 19:31,Sui Generis,Necesito,0
2019-09-05 19:31,La Beriso,Ella,812
2019-09-05 19:41,Pescado Rabioso,Bajan,204466
2019-09-05 22:15,Los Pericos,Anónimos (feat. Carla Morrison),279157
2019-09-05 22:19,The Who,Baba O'Riley,210005
2019-09-05 22:54,TOTO,Rosanna,331153
2019-09-05 22:59,TOTO,Africa,295893
2019-09-05 23:36,Spandau Ballet,True - Single Edit,119756
2019-09-05 23:45,TOTO,Africa,52800
2019-09-05 23:45,Sui Generis,Cuando Ya Me Empiece a Quedar Solo,1194
2019-09-05 23:45,The Cranberries,Linger,1834
2019-09-05 23:45,Calvin Harris,Slide (feat. Frank Ocean & Migos),1088
2019-09-05 23:45,Sui Generis,Rasguña Las Piedras,3029
2019-09-05 23:45,Pink Floyd,Comfortably Numb,810
2019-09-05 23:46,The Weeknd,I Feel It Coming,704
2019-09-05 23:46,Jimi Hendrix,All Along the Watchtower,1642
2019-09-05 23:46,The Cure,Close To Me,1002
2019-09-05 23:46,Spandau Ballet,True - Single Edit,2069
2019-09-05 23:46,Sui Generis,Canción para Mi Muerte,768
2019-09-05 23:46,Camila Cabello,Havana (feat. Young Thug),1088
2019-09-05 23:46,Babasónicos,El Loco,981
2019-09-05 23:46,Post Malone,Psycho (feat. Ty Dolla $ign),831
2019-09-05 23:46,Oasis,Live Forever,1536
2019-09-05 23:46,Lynyrd Skynyrd,Free Bird,917
2019-09-05 23:46,Santana,Smooth (feat. Rob Thomas),1258
2019-09-05 23:46,Blues Traveler,Hook,0
2019-09-05 23:46,Post Malone,rockstar (feat. 21 Savage),597
2019-09-05 23:46,Charly García,Tu Amor,1023
2019-09-05 23:46,Vicentico,Solo un Momento,981
2019-09-05 23:46,The Sugarhill Gang,Rapper's Delight - Long Version,1237
2019-09-05 23:46,Michael Jackson,Black or White - Single Version,24170
2019-09-05 23:46,Michael Jackson,Black or White - Single Version,938
2019-09-05 23:46,Elvis Presley,Can't Help Falling in Love,1066
2019-09-05 23:46,Rascal Flatts,Life is a Highway,6570
2019-09-05 23:47,The Weeknd,I Feel It Coming,2090
2019-09-05 23:47,The Cure,Close To Me,810
2019-09-05 23:47,Sui Generis,Canción para Mi Muerte,1258
2019-09-05 23:47,Camila Cabello,Havana (feat. Young Thug),1450
2019-09-05 23:47,Lynyrd Skynyrd,Free Bird,1173
2019-09-05 23:47,Blues Traveler,Hook,405
2019-09-05 23:47,Charly García,Tu Amor,1216
2019-09-05 23:47,Vicentico,Solo un Momento,725
2019-09-05 23:48,Kendrick Lamar,HUMBLE.,1322
2019-09-05 23:48,Pescado Rabioso,Bajan,938
2019-09-05 23:48,Soda Stereo,De Música Ligera - Remasterizado 2007,1066
2019-09-05 23:48,Michael Jackson,Rock with You - Single Version,1536
2019-09-05 23:48,Serú Girán,Seminare,1023
2019-09-05 23:48,The Cure,Close To Me,38826
2019-09-05 23:48,TOTO,Africa,1088
2019-09-05 23:48,Red Hot Chili Peppers,Can't Stop,831
2019-09-05 23:48,Pink Floyd,Time,1045
2019-09-05 23:48,Pink Floyd,Wish You Were Here,831
2019-09-05 23:48,Spandau Ballet,True - Single Edit,1109
2019-09-05 23:48,Unknown Artist,Unknown Track,1023
2019-09-05 23:48,Duran Duran,Ordinary World,2218
2019-09-05 23:48,Camila Cabello,Havana (feat. Young Thug),896
2019-09-05 23:48,Bruno Mars,Treasure,6954
2019-09-05 23:48,Sui Generis,Cuando Ya Me Empiece a Quedar Solo,1194
2019-09-05 23:48,The Cranberries,Linger,1130
2019-09-05 23:48,Post Malone,Psycho (feat. Ty Dolla $ign),2005
2019-09-05 23:48,Daft Punk,Get Lucky (feat. Pharrell Williams & Nile Rodgers),1023
2019-09-05 23:48,Luis Alberto Spinetta,Seguir Viviendo Sin Tu Amor,1045
2019-09-05 23:48,Calvin Harris,Slide (feat. Frank Ocean & Migos),1002
2019-09-05 23:48,Oasis,Live Forever,1962
2019-09-05 23:48,Serú Girán,Peperina,2965
2019-09-05 23:48,CHIC,Good Times,1002
2019-09-05 23:48,Pink Floyd,Mother,831
2019-09-05 23:48,Post Malone,rockstar (feat. 21 Savage),874
2019-09-05 23:48,Elvis Presley,Can't Help Falling in Love,511
2019-09-05 23:48,Red Hot Chili Peppers,Dark Necessities,1642
2019-09-05 23:48,Rascal Flatts,Life is a Highway,1045
2019-09-05 23:49,Jimi Hendrix,All Along the Watchtower,874
2019-09-05 23:49,The Knack,My Sharona,1471
2019-09-05 23:49,Red Hot Chili Peppers,The Zephyr Song,789
2019-09-05 23:49,Aerosmith,Dream On,3605
2019-09-05 23:49,The Doors,Roadhouse Blues,874
2019-09-05 23:49,Twenty One Pilots,Stressed Out,1216
2019-09-05 23:49,Billy Joel,We Didn't Start the Fire,853
2019-09-05 23:49,Green Day,Wake Me up When September Ends,832
2019-09-05 23:49,Redbone,Come and Get Your Love - Single Version,661
2019-09-05 23:49,INXS,New Sensation,768
2019-09-05 23:49,Coldplay,Clocks,917
2019-09-05 23:49,Elton John,Sad Songs (Say So Much),1152
2019-09-05 23:49,Maroon 5,Moves Like Jagger - Studio Recording From The Voice Performance,576
2019-09-05 23:49,The Police,Every Breath You Take,874
2019-09-05 23:49,Calvin Harris,How Deep Is Your Love,341
2019-09-05 23:49,Calvin Harris,How Deep Is Your Love,1216
2019-09-05 23:49,Babasónicos,El Loco,810
2019-09-05 23:49,Village People,YMCA - Original Version 1978,896
2019-09-05 23:49,INXS,Original Sin,576
2019-09-05 23:49,Sui Generis,Rasguña Las Piedras,831
2019-09-05 23:49,Charly García,Tu Amor,2261
2019-09-05 23:49,Santana,Smooth (feat. Rob Thomas),938
2019-09-05 23:49,Pink Floyd,Comfortably Numb,725
2019-09-05 23:49,Fito Paez,11 Y 6,704
2019-09-05 23:49,Annie Lennox,Walking on Broken Glass,981
2019-09-05 23:49,Annie Lennox,Walking on Broken Glass,469
2019-09-05 23:49,Blues Traveler,Hook,0
2019-09-05 23:49,Nestor En Bloque,Una Calle Nos Separa,1685
2019-09-05 23:49,Los Twist,El Estudiante,725
2019-09-05 23:49,Robbie Williams,Rock DJ,1194
2019-09-05 23:49,Soul Asylum,Runaway Train,661
2019-09-05 23:49,Michael Jackson,Smooth Criminal - 2012 Remaster,874
2019-09-05 23:49,Michael Jackson,Smooth Criminal - 2012 Remaster,4991
2019-09-05 23:49,Michael Jackson,Smooth Criminal - 2012 Remaster,917
2019-09-05 23:49,Steppenwolf,Born To Be Wild,597
2019-09-05 23:49,The Sugarhill Gang,Rapper's Delight - Long Version,874
2019-09-05 23:49,Michael Jackson,Black or White - Single Version,746
2019-09-05 23:49,The Beach Boys,I Get Around (Mono),554
2019-09-05 23:49,American Authors,Go Big Or Go Home,725
2019-09-05 23:49,Queen,Crazy Little Thing Called Love - Remastered 2011,576
2019-09-05 23:49,Elijah Kelley,Run And Tell That,960
2019-09-05 23:50,Bruce Hornsby,The Way It Is,789
2019-09-05 23:50,Alannah Myles,Black Velvet,703
2019-09-05 23:50,Alannah Myles,Black Velvet,7765
2019-09-05 23:50,Alannah Myles,Black Velvet,490
2019-09-05 23:50,Oasis,All Around the World,618
2019-09-05 23:50,Queen,Don't Stop Me Now - 2011 Mix,575
2019-09-05 23:50,Maxine Nightingale,Right Back Where We Started From - Rerecorded,1088
2019-09-05 23:50,Rufus Wainwright,Hallelujah,725
2019-09-05 23:50,The Beatles,We Can Work It Out - Remastered 2015,661
2019-09-05 23:50,Dire Straits,Walk Of Life,3840
2019-09-05 23:50,Dire Straits,Walk Of Life,554
2019-09-05 23:50,The Housemartins,Happy Hour,640
2019-09-05 23:50,Capital Cities,Safe And Sound,1002
2019-09-05 23:50,Attaque 77,Hacelo por Mí,640
2019-09-05 23:50,Maroon 5,Moves Like Jagger - Studio Recording From The Voice Performance,20842
2019-09-05 23:50,Led Zeppelin,Whole Lotta Love - 1990 Remaster,661
2019-09-05 23:50,Led Zeppelin,Whole Lotta Love - 1990 Remaster,746
2019-09-05 23:50,Collective Soul,Shine,938
2019-09-05 23:50,The Beatles,Let It Be - Remastered 2015,554
2019-09-05 23:50,Pop Star,Flash (Theme Song to Flash),682
2019-09-05 23:50,U.S.A. For Africa,We Are The World,597
2019-09-05 23:50,Aerosmith,Pink,2261
2019-09-05 23:50,Michael Jackson,Will You Be There - Single Version,1706
2019-09-05 23:50,Eminem,Without Me,682
2019-09-05 23:50,Daryl Hall & John Oates,Maneater,597
2019-09-05 23:50,Haddaway,"What Is Love - 7"" Mix",703
2019-09-05 23:50,Louis Armstrong,What A Wonderful World,1493
2019-09-05 23:50,David Bowie,Let's Dance - 1999 Remaster,810
2019-09-05 23:50,Passenger,Let Her Go,725
2019-09-05 23:50,Kygo,Stole the Show,469
2019-09-05 23:50,Kygo,Stole the Show,746
2019-09-05 23:50,Imagine Dragons,Believer,831
2019-09-05 23:50,Phil Collins,You'll Be In My Heart,1002
2019-09-05 23:50,American Authors,Go Big Or Go Home,746
2019-09-05 23:50,Attaque 77,Arrancacorazones,1194
2019-09-05 23:51,Pomplamoose,Jamirobeegees Mashup: Stayin' Alive / Virtual Insanity,960
2019-09-05 23:51,Alannah Myles,Black Velvet,874
2019-09-05 23:51,Walk Off the Earth,Happy,1258
2019-09-05 23:51,Rick James,Super Freak,682
2019-09-05 23:51,Rick James,Super Freak,1045
2019-09-05 23:51,Dire Straits,Walk Of Life,8554
2019-09-05 23:51,The Jamaican Reggae Boys,Sweat (A lalalalalong),874
2019-09-05 23:51,The Proclaimers,I'm Gonna Be (500 Miles),789
2019-09-05 23:51,The Romantics,What I Like About You,789
2019-09-05 23:51,Red Hot Chili Peppers,Otherside,640
2019-09-05 23:51,Nirvana,Come As You Are,1408
2019-09-05 23:51,Scott Bradlee's Postmodern Jukebox,Sweet Child O' Mine,2453
2019-09-05 23:51,Eurythmics,Sweet Dreams (Are Made of This) - Remastered,1301
2019-09-05 23:51,Swedish House Mafia,Don't You Worry Child - Radio Edit,1216
2019-09-05 23:51,Maroon 5,This Love,960
2019-09-05 23:51,Maroon 5,This Love,3882
2019-09-05 23:51,Unknown Artist,Unknown Track,896
2019-09-05 23:51,Bee Gees,"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",1728
2019-09-05 23:51,Scary Pockets,Love Yourself,426
2019-09-05 23:51,Phil Collins,You'll Be In My Heart,661
2019-09-05 23:51,Andrés Calamaro,Mil Horas,1237
2019-09-05 23:51,Tina Turner,The Best,1343
2019-09-05 23:51,Walk Off the Earth,Rude,6080
2019-09-05 23:51,Eiffel 65,Blue (Da Ba Dee) - Gabry Ponte Ice Pop Radio,1621
2019-09-05 23:51,Scary Pockets,Hey Jude,2602
2019-09-05 23:52,Scary Pockets,Sweet Child O' Mine,789
2019-09-05 23:52,Pomplamoose,Jamirobeegees Mashup: Stayin' Alive / Virtual Insanity,18154
2019-09-05 23:52,Scary Pockets,Starboy,13120
2019-09-05 23:52,Scary Pockets,Creep,1066
2019-09-05 23:52,Stevie Wonder,Superstition - Single Version,661
2019-09-05 23:52,Daft Punk,Lose Yourself to Dance (feat. Pharrell Williams),725
2019-09-05 23:52,Scary Pockets,Can't Buy Me Love,789
2019-09-05 23:52,Scary Pockets,Somebody That I Used to Know,832
2019-09-05 23:52,Scary Pockets,You've Got a Friend in Me,703
2019-09-05 23:52,Pomplamoose,Like A Prayer,682
2019-09-05 23:52,Scary Pockets,Yesterday,746
2019-09-05 23:52,Scary Pockets,Yesterday,618
2019-09-05 23:52,Pomplamoose,Vie en rose,575
2019-09-05 23:52,Pomplamoose,Vie en rose,981
2019-09-05 23:52,Scary Pockets,Wonderwall,1258
2019-09-05 23:52,Scary Pockets,Wonderwall,554
2019-09-05 23:52,Pomplamoose,Single Ladies,1621
2019-09-05 23:52,Scary Pockets,That's What I Like,1407
2019-09-05 23:52,Scary Pockets,I Want It That Way,1962
2019-09-05 23:52,Scary Pockets,Love Yourself,1088
2019-09-05 23:52,CHIC,Le Freak - 2018 Remaster,725
2019-09-05 23:52,Parliament,Flash Light,981
2019-09-05 23:53,Bastille,Pompeii,576
2019-09-05 23:53,Michael Jackson,Rock with You - Single Version,725
2019-09-05 23:53,Nicky Jam,Travesuras,831
2019-09-05 23:53,Scary Pockets,Creep,853
2019-09-05 23:53,Danny Paz,Un Beso,1898
2019-09-05 23:53,The Chainsmokers,Closer,554
2019-09-05 23:53,Scary Pockets,Humble,1216
2019-09-05 23:53,Bruno Mars,Treasure,960
2019-09-05 23:53,Duran Duran,Notorious,810
2019-09-05 23:53,Daft Punk,Get Lucky (feat. Pharrell Williams & Nile Rodgers),703
2019-09-05 23:53,Victor Wooten,Funky D,0
2019-09-05 23:53,Sak Noel,Trumpets - Radio Mix,597
2019-09-05 23:53,Scary Pockets,Yesterday,661
2019-09-05 23:53,Vulfpeck,Wait for the Moment,1109
2019-09-05 23:53,Ben L'Oncle Soul,Fly Me To The Moon,746
2019-09-05 23:53,Scary Pockets,I Feel It Coming,725
2019-09-05 23:53,Scary Pockets,Fix You,1109
2019-09-05 23:53,Pomplamoose,September,767
2019-09-05 23:53,Scary Pockets,Wonderwall,19328
2019-09-05 23:53,CHIC,Good Times,661
2019-09-05 23:53,Alan Walker,Alone,768
2019-09-05 23:53,Maluma,Borro Cassette,533
2019-09-05 23:53,"Earth, Wind & Fire",Let's Groove,618
2019-09-05 23:53,Gorillaz,Clint Eastwood,640
2019-09-05 23:53,Sia,Cheap Thrills,938
2019-09-05 23:53,Mark Ronson,Uptown Funk (feat. Bruno Mars),1002
2019-09-05 23:53,Michael Jackson,Don't Stop 'Til You Get Enough - Single Version,661
2019-09-05 23:53,Clean Bandit,Rather Be (feat. Jess Glynne),746
2019-09-05 23:53,Ben L'Oncle Soul,Seven Nation Army - Remasterisée,768
2019-09-05 23:53,Scary Pockets,Girls Just Want to Have Fun,895
2019-09-05 23:54,Coldplay,Adventure of a Lifetime,37696
2019-09-05 23:54,Rihanna,We Found Love,640
2019-09-05 23:55,Zion & Lennox,Otra vez (feat. J Balvin),554
2019-09-05 23:55,The Weeknd,I Feel It Coming,853
2019-09-05 23:55,DJ Khaled,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",13802
2019-09-05 23:55,J Alvarez,La Pregunta,703
2019-09-05 23:55,Los De La Nazza,Tumba La Casa (feat. Alexio),448
2019-09-05 23:55,Shawn Mendes,Treat You Better,704
2019-09-05 23:55,Rombai,Cuando Se Pone a Bailar,533
2019-09-05 23:55,Marama,Tal Vez,768
2019-09-05 23:55,The Weeknd,In The Night,426
2019-09-05 23:55,Bruno Mars,24K Magic,917
2019-09-05 23:55,Grupo Play,Quiero Verte Bailar,789
2019-09-05 23:55,Twenty One Pilots,Ride,7082
2019-09-05 23:55,Twenty One Pilots,Ride,618
2019-09-05 23:55,MAGIC!,Rude,1408
2019-09-05 23:55,MAGIC!,Rude,597
2019-09-05 23:55,Maroon 5,Moves Like Jagger - Studio Recording From The Voice Performance,597
2019-09-05 23:55,Sebastian Yatra,Traicionera,554
2019-09-05 23:55,Skrillex,Bangarang (feat. Sirah),768
2019-09-05 23:55,J Balvin,Safari,405
2019-09-05 23:55,Avicii,I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,682
2019-09-05 23:55,Meghan Trainor,Lips Are Movin,533
2019-09-05 23:55,Billie Eilish,lovely (with Khalid),746
2019-09-05 23:55,DJ Luian,La Ocasión,661
